,x_eye,y_eye,pupil_radius,iris_radius,file_name
446,50,34,4.0,17.0,f01_2381_0.1963_-0.0000
447,57,34,5.0,16.0,f01_2382_0.1963_-0.1963
448,64,35,6.0,15.0,f01_2383_0.1963_-0.3927
449,70,35,6.0,13.0,f01_2384_0.1963_-0.5890
450,42,41,3.0,16.0,f01_2389_-0.0000_0.1963
451,50,41,5.0,17.0,f01_2390_-0.0000_-0.0000
452,57,41,5.0,16.0,f01_2391_-0.0000_-0.1963
453,64,41,6.0,15.0,f01_2392_-0.0000_-0.3927
454,70,41,6.0,14.0,f01_2393_-0.0000_-0.5890
455,42,48,4.0,16.0,f01_2398_-0.1963_0.1963
456,50,48,5.0,16.0,f01_2399_-0.1963_-0.0000
457,64,47,6.0,15.0,f01_2401_-0.1963_-0.3927
458,69,47,5.0,14.0,f01_2402_-0.1963_-0.5890
459,69,52,4.0,13.0,f01_2411_-0.3927_-0.5890
460,67,22,5.0,15.0,f01_2446_0.5890_-0.3927
461,73,24,5.0,14.0,f01_2447_0.5890_-0.5890
462,46,27,4.0,17.0,f01_2452_0.3927_0.1963
463,53,27,5.0,16.0,f01_2453_0.3927_-0.0000
464,60,27,5.0,16.0,f01_2454_0.3927_-0.1963
465,67,28,6.0,15.0,f01_2455_0.3927_-0.3927
466,73,29,5.0,13.0,f01_2456_0.3927_-0.5890
467,39,34,3.0,16.0,f01_2460_0.1963_0.3927
468,46,34,5.0,17.0,f01_2461_0.1963_0.1963
469,53,34,6.0,16.0,f01_2462_0.1963_-0.0000
470,60,34,5.0,16.0,f01_2463_0.1963_-0.1963
471,67,34,6.0,15.0,f01_2464_0.1963_-0.3927
472,73,35,5.0,14.0,f01_2465_0.1963_-0.5890
473,39,41,4.0,15.0,f01_2469_-0.0000_0.3927
474,46,41,5.0,17.0,f01_2470_-0.0000_0.1963
475,53,41,5.0,16.0,f01_2471_-0.0000_-0.0000
476,60,41,6.0,15.0,f01_2472_-0.0000_-0.1963
477,67,41,5.0,15.0,f01_2473_-0.0000_-0.3927
478,73,41,4.0,13.0,f01_2474_-0.0000_-0.5890
479,46,48,3.0,16.0,f01_2479_-0.1963_0.1963
480,53,48,5.0,16.0,f01_2480_-0.1963_-0.0000
481,60,48,5.0,17.0,f01_2481_-0.1963_-0.1963
482,67,48,5.0,15.0,f01_2482_-0.1963_-0.3927
483,73,47,4.0,13.0,f01_2483_-0.1963_-0.5890
484,73,53,6.0,14.0,f01_2492_-0.3927_-0.5890
485,70,22,5.0,15.0,f01_2527_0.5890_-0.3927
486,42,28,3.0,15.0,f01_2532_0.3927_0.3927
487,49,27,5.0,16.0,f01_2533_0.3927_0.1963
488,56,27,4.0,16.0,f01_2534_0.3927_-0.0000
489,63,27,5.0,16.0,f01_2535_0.3927_-0.1963
490,70,28,5.0,14.0,f01_2536_0.3927_-0.3927
491,42,35,3.0,15.0,f01_2541_0.1963_0.3927
492,49,34,5.0,17.0,f01_2542_0.1963_0.1963
493,56,34,5.0,16.0,f01_2543_0.1963_-0.0000
494,63,34,5.0,16.0,f01_2544_0.1963_-0.1963
495,70,35,6.0,15.0,f01_2545_0.1963_-0.3927
496,42,41,3.0,15.0,f01_2550_-0.0000_0.3927
497,49,41,5.0,16.0,f01_2551_-0.0000_0.1963
498,56,41,4.0,17.0,f01_2552_-0.0000_-0.0000
499,63,41,5.0,16.0,f01_2553_-0.0000_-0.1963
500,70,41,5.0,15.0,f01_2554_-0.0000_-0.3927
501,42,48,4.0,15.0,f01_2559_-0.1963_0.3927
502,56,48,4.0,17.0,f01_2561_-0.1963_-0.0000
503,63,48,5.0,16.0,f01_2562_-0.1963_-0.1963
504,70,48,5.0,15.0,f01_2563_-0.1963_-0.3927
505,46,22,4.0,16.0,f01_2604_0.5890_0.3927
506,40,29,3.0,14.0,f01_2612_0.3927_0.5890
507,45,28,3.0,15.0,f01_2613_0.3927_0.3927
508,52,27,5.0,16.0,f01_2614_0.3927_0.1963
509,59,27,5.0,16.0,f01_2615_0.3927_-0.0000
510,67,27,6.0,16.0,f01_2616_0.3927_-0.1963
511,73,28,5.0,14.0,f01_2617_0.3927_-0.3927
512,40,35,3.0,14.0,f01_2621_0.1963_0.5890
513,46,34,4.0,15.0,f01_2622_0.1963_0.3927
514,52,34,4.0,16.0,f01_2623_0.1963_0.1963
515,60,34,6.0,18.0,f01_2624_0.1963_-0.0000
516,66,34,5.0,16.0,f01_2625_0.1963_-0.1963
517,74,34,6.0,15.0,f01_2626_0.1963_-0.3927
518,40,41,3.0,14.0,f01_2630_-0.0000_0.5890
519,46,41,4.0,15.0,f01_2631_-0.0000_0.3927
520,53,41,4.0,16.0,f01_2632_-0.0000_0.1963
521,59,41,5.0,16.0,f01_2633_-0.0000_-0.0000
522,66,41,5.0,16.0,f01_2634_-0.0000_-0.1963
523,73,41,4.0,15.0,f01_2635_-0.0000_-0.3927
524,40,47,4.0,14.0,f01_2639_-0.1963_0.5890
525,46,48,3.0,15.0,f01_2640_-0.1963_0.3927
526,53,48,5.0,17.0,f01_2641_-0.1963_0.1963
527,59,48,4.0,16.0,f01_2642_-0.1963_-0.0000
528,67,48,6.0,16.0,f01_2643_-0.1963_-0.1963
529,40,53,3.0,14.0,f01_2648_-0.3927_0.5890
530,43,24,3.0,14.0,f01_2684_0.5890_0.5890
531,49,22,4.0,15.0,f01_2685_0.5890_0.3927
532,43,30,3.0,14.0,f01_2693_0.3927_0.5890
533,49,28,2.0,15.0,f01_2694_0.3927_0.3927
534,56,27,4.0,16.0,f01_2695_0.3927_0.1963
535,63,27,5.0,16.0,f01_2696_0.3927_-0.0000
536,70,27,5.0,16.0,f01_2697_0.3927_-0.1963
537,43,35,2.0,14.0,f01_2702_0.1963_0.5890
538,49,34,3.0,15.0,f01_2703_0.1963_0.3927
539,56,34,5.0,17.0,f01_2704_0.1963_0.1963
540,63,34,4.0,17.0,f01_2705_0.1963_-0.0000
541,70,34,5.0,16.0,f01_2706_0.1963_-0.1963
542,43,41,3.0,14.0,f01_2711_-0.0000_0.5890
543,49,41,3.0,15.0,f01_2712_-0.0000_0.3927
544,56,41,5.0,16.0,f01_2713_-0.0000_0.1963
545,63,41,6.0,17.0,f01_2714_-0.0000_-0.0000
546,70,41,5.0,16.0,f01_2715_-0.0000_-0.1963
547,43,47,3.0,14.0,f01_2720_-0.1963_0.5890
548,50,48,5.0,17.0,f01_2721_-0.1963_0.3927
549,56,48,4.0,16.0,f01_2722_-0.1963_0.1963
550,63,48,5.0,16.0,f01_2723_-0.1963_-0.0000
551,70,48,5.0,17.0,f01_2724_-0.1963_-0.1963
552,43,53,3.0,14.0,f01_2729_-0.3927_0.5890
553,41,27,2.0,11.0,f01_2764_0.5890_0.7854
554,46,24,2.0,14.0,f01_2765_0.5890_0.5890
555,52,22,2.0,15.0,f01_2766_0.5890_0.3927
556,41,31,2.0,11.0,f01_2773_0.3927_0.7854
557,46,30,2.0,13.0,f01_2774_0.3927_0.5890
558,52,28,3.0,15.0,f01_2775_0.3927_0.3927
559,59,27,5.0,16.0,f01_2776_0.3927_0.1963
560,66,27,5.0,17.0,f01_2777_0.3927_-0.0000
561,41,36,2.0,11.0,f01_2782_0.1963_0.7854
562,46,35,2.0,14.0,f01_2783_0.1963_0.5890
563,52,34,2.0,15.0,f01_2784_0.1963_0.3927
564,59,34,4.0,16.0,f01_2785_0.1963_0.1963
565,66,34,5.0,16.0,f01_2786_0.1963_-0.0000
566,73,34,4.0,16.0,f01_2787_0.1963_-0.1963
567,41,41,2.0,12.0,f01_2791_-0.0000_0.7854
568,46,41,2.0,13.0,f01_2792_-0.0000_0.5890
569,52,41,3.0,15.0,f01_2793_-0.0000_0.3927
570,59,41,4.0,15.0,f01_2794_-0.0000_0.1963
571,66,41,5.0,16.0,f01_2795_-0.0000_-0.0000
572,73,41,6.0,16.0,f01_2796_-0.0000_-0.1963
573,41,46,1.0,11.0,f01_2800_-0.1963_0.7854
574,46,47,2.0,13.0,f01_2801_-0.1963_0.5890
575,52,48,3.0,15.0,f01_2802_-0.1963_0.3927
576,59,48,5.0,16.0,f01_2803_-0.1963_0.1963
577,66,48,5.0,17.0,f01_2804_-0.1963_-0.0000
578,41,51,1.0,11.0,f01_2809_-0.3927_0.7854
579,46,53,2.0,13.0,f01_2810_-0.3927_0.5890
580,49,28,4.0,16.0,f01_283_-0.0000_0.1963
581,72,26,5.0,11.0,f01_2844_0.7854_-0.7854
582,47,23,6.0,17.0,f01_2849_0.5890_-0.0000
583,56,29,4.0,16.0,f01_284_-0.0000_-0.0000
584,54,24,5.0,16.0,f01_2850_0.5890_-0.1963
585,60,25,6.0,14.0,f01_2851_0.5890_-0.3927
586,67,27,5.0,14.0,f01_2852_0.5890_-0.5890
587,72,30,5.0,11.0,f01_2853_0.5890_-0.7854
588,40,30,5.0,17.0,f01_2857_0.3927_0.1963
589,47,30,5.0,17.0,f01_2858_0.3927_-0.0000
590,54,30,5.0,16.0,f01_2859_0.3927_-0.1963
591,63,28,4.0,15.0,f01_285_-0.0000_-0.1963
592,60,31,5.0,15.0,f01_2860_0.3927_-0.3927
593,66,32,5.0,13.0,f01_2861_0.3927_-0.5890
594,72,34,4.0,10.0,f01_2862_0.3927_-0.7854
595,47,36,5.0,17.0,f01_2867_0.1963_-0.0000
596,54,37,5.0,16.0,f01_2868_0.1963_-0.1963
597,61,37,6.0,15.0,f01_2869_0.1963_-0.3927
598,70,28,5.0,16.0,f01_286_-0.0000_-0.3927
599,66,38,4.0,13.0,f01_2870_0.1963_-0.5890
600,72,39,4.0,10.0,f01_2871_0.1963_-0.7854
601,47,44,5.0,16.0,f01_2876_-0.0000_-0.0000
602,54,44,6.0,16.0,f01_2877_-0.0000_-0.1963
603,61,44,6.0,15.0,f01_2878_-0.0000_-0.3927
604,67,44,6.0,14.0,f01_2879_-0.0000_-0.5890
605,72,44,5.0,11.0,f01_2880_-0.0000_-0.7854
606,47,51,5.0,17.0,f01_2885_-0.1963_-0.0000
607,54,50,5.0,17.0,f01_2886_-0.1963_-0.1963
608,60,50,5.0,15.0,f01_2887_-0.1963_-0.3927
609,67,50,6.0,13.0,f01_2888_-0.1963_-0.5890
610,72,49,4.0,10.0,f01_2889_-0.1963_-0.7854
611,72,54,5.0,11.0,f01_2898_-0.3927_-0.7854
612,42,35,4.0,15.0,f01_291_-0.1963_0.3927
613,43,24,5.0,17.0,f01_2929_0.5890_0.1963
614,49,35,5.0,16.0,f01_292_-0.1963_0.1963
615,50,24,5.0,17.0,f01_2930_0.5890_-0.0000
616,57,24,4.0,17.0,f01_2931_0.5890_-0.1963
617,63,26,4.0,16.0,f01_2932_0.5890_-0.3927
618,70,28,5.0,14.0,f01_2933_0.5890_-0.5890
619,43,30,5.0,16.0,f01_2938_0.3927_0.1963
620,50,30,5.0,16.0,f01_2939_0.3927_-0.0000
621,56,35,5.0,16.0,f01_293_-0.1963_-0.0000
622,57,30,5.0,16.0,f01_2940_0.3927_-0.1963
623,64,31,6.0,15.0,f01_2941_0.3927_-0.3927
624,70,33,6.0,13.0,f01_2942_0.3927_-0.5890
625,43,37,5.0,17.0,f01_2947_0.1963_0.1963
626,50,37,5.0,18.0,f01_2948_0.1963_-0.0000
627,57,37,6.0,16.0,f01_2949_0.1963_-0.1963
628,63,35,4.0,16.0,f01_294_-0.1963_-0.1963
629,64,38,6.0,15.0,f01_2950_0.1963_-0.3927
630,69,38,5.0,13.0,f01_2951_0.1963_-0.5890
631,43,44,4.0,17.0,f01_2956_-0.0000_0.1963
632,50,44,5.0,17.0,f01_2957_-0.0000_-0.0000
633,57,44,5.0,17.0,f01_2958_-0.0000_-0.1963
634,64,44,6.0,15.0,f01_2959_-0.0000_-0.3927
635,70,34,5.0,16.0,f01_295_-0.1963_-0.3927
636,69,44,5.0,13.0,f01_2960_-0.0000_-0.5890
637,43,51,5.0,17.0,f01_2965_-0.1963_0.1963
638,50,51,5.0,18.0,f01_2966_-0.1963_-0.0000
639,57,51,6.0,17.0,f01_2967_-0.1963_-0.1963
640,64,51,7.0,15.0,f01_2968_-0.1963_-0.3927
641,70,50,6.0,13.0,f01_2969_-0.1963_-0.5890
642,42,41,4.0,15.0,f01_300_-0.3927_0.3927
643,46,25,5.0,17.0,f01_3010_0.5890_0.1963
644,53,24,5.0,17.0,f01_3011_0.5890_-0.0000
645,60,24,6.0,16.0,f01_3012_0.5890_-0.1963
646,67,26,6.0,16.0,f01_3013_0.5890_-0.3927
647,73,28,5.0,13.0,f01_3014_0.5890_-0.5890
648,39,31,3.0,15.0,f01_3018_0.3927_0.3927
649,46,31,5.0,17.0,f01_3019_0.3927_0.1963
650,49,42,5.0,16.0,f01_301_-0.3927_0.1963
651,53,30,5.0,17.0,f01_3020_0.3927_-0.0000
652,60,30,6.0,16.0,f01_3021_0.3927_-0.1963
653,67,32,6.0,16.0,f01_3022_0.3927_-0.3927
654,73,33,5.0,14.0,f01_3023_0.3927_-0.5890
655,39,38,3.0,15.0,f01_3027_0.1963_0.3927
656,46,37,5.0,17.0,f01_3028_0.1963_0.1963
657,53,37,5.0,16.0,f01_3029_0.1963_-0.0000
658,56,42,5.0,16.0,f01_302_-0.3927_-0.0000
659,60,37,4.0,16.0,f01_3030_0.1963_-0.1963
660,67,38,5.0,15.0,f01_3031_0.1963_-0.3927
661,73,39,6.0,15.0,f01_3032_0.1963_-0.5890
662,39,44,3.0,15.0,f01_3036_-0.0000_0.3927
663,46,44,4.0,16.0,f01_3037_-0.0000_0.1963
664,53,44,5.0,16.0,f01_3038_-0.0000_-0.0000
665,60,44,5.0,17.0,f01_3039_-0.0000_-0.1963
666,63,42,5.0,16.0,f01_303_-0.3927_-0.1963
667,67,44,5.0,15.0,f01_3040_-0.0000_-0.3927
668,73,44,5.0,13.0,f01_3041_-0.0000_-0.5890
669,39,51,4.0,16.0,f01_3045_-0.1963_0.3927
670,46,51,5.0,17.0,f01_3046_-0.1963_0.1963
671,53,51,6.0,17.0,f01_3047_-0.1963_-0.0000
672,60,51,6.0,16.0,f01_3048_-0.1963_-0.1963
673,67,51,6.0,15.0,f01_3049_-0.1963_-0.3927
674,70,41,5.0,15.0,f01_304_-0.3927_-0.3927
675,73,51,5.0,14.0,f01_3050_-0.1963_-0.5890
676,42,26,4.0,15.0,f01_3090_0.5890_0.3927
677,49,25,4.0,16.0,f01_3091_0.5890_0.1963
678,56,24,4.0,16.0,f01_3092_0.5890_-0.0000
679,63,25,5.0,16.0,f01_3093_0.5890_-0.1963
680,70,26,4.0,15.0,f01_3094_0.5890_-0.3927
681,42,32,3.0,15.0,f01_3099_0.3927_0.3927
682,42,47,3.0,14.0,f01_309_-0.5890_0.3927
683,49,31,3.0,16.0,f01_3100_0.3927_0.1963
684,56,31,4.0,17.0,f01_3101_0.3927_-0.0000
685,63,31,4.0,15.0,f01_3102_0.3927_-0.1963
686,70,32,5.0,16.0,f01_3103_0.3927_-0.3927
687,42,38,3.0,15.0,f01_3108_0.1963_0.3927
688,49,37,4.0,16.0,f01_3109_0.1963_0.1963
689,56,37,4.0,16.0,f01_3110_0.1963_-0.0000
690,63,38,5.0,16.0,f01_3111_0.1963_-0.1963
691,70,38,5.0,16.0,f01_3112_0.1963_-0.3927
692,42,45,3.0,15.0,f01_3117_-0.0000_0.3927
693,49,44,5.0,17.0,f01_3118_-0.0000_0.1963
694,56,44,5.0,16.0,f01_3119_-0.0000_-0.0000
695,56,48,5.0,16.0,f01_311_-0.5890_-0.0000
696,63,44,5.0,16.0,f01_3120_-0.0000_-0.1963
697,70,44,4.0,15.0,f01_3121_-0.0000_-0.3927
698,42,51,3.0,15.0,f01_3126_-0.1963_0.3927
699,49,51,4.0,16.0,f01_3127_-0.1963_0.1963
700,56,51,4.0,16.0,f01_3128_-0.1963_-0.0000
701,63,51,5.0,16.0,f01_3129_-0.1963_-0.1963
702,63,48,5.0,16.0,f01_312_-0.5890_-0.1963
703,70,51,6.0,15.0,f01_3130_-0.1963_-0.3927
704,70,47,5.0,16.0,f01_313_-0.5890_-0.3927
705,39,28,2.0,14.0,f01_3170_0.5890_0.5890
706,45,26,3.0,15.0,f01_3171_0.5890_0.3927
707,52,25,4.0,16.0,f01_3172_0.5890_0.1963
708,59,24,4.0,16.0,f01_3173_0.5890_-0.0000
709,67,25,5.0,16.0,f01_3174_0.5890_-0.1963
710,73,26,5.0,16.0,f01_3175_0.5890_-0.3927
711,40,33,3.0,14.0,f01_3179_0.3927_0.5890
712,46,32,4.0,16.0,f01_3180_0.3927_0.3927
713,52,31,3.0,16.0,f01_3181_0.3927_0.1963
714,60,31,5.0,17.0,f01_3182_0.3927_-0.0000
715,67,31,6.0,18.0,f01_3183_0.3927_-0.1963
716,73,32,4.0,15.0,f01_3184_0.3927_-0.3927
717,40,39,4.0,14.0,f01_3188_0.1963_0.5890
718,46,38,3.0,15.0,f01_3189_0.1963_0.3927
719,53,37,4.0,17.0,f01_3190_0.1963_0.1963
720,59,37,4.0,16.0,f01_3191_0.1963_-0.0000
721,66,37,5.0,16.0,f01_3192_0.1963_-0.1963
722,73,38,4.0,15.0,f01_3193_0.1963_-0.3927
723,40,45,3.0,14.0,f01_3197_-0.0000_0.5890
724,45,45,2.0,15.0,f01_3198_-0.0000_0.3927
725,52,44,4.0,16.0,f01_3199_-0.0000_0.1963
726,59,44,4.0,16.0,f01_3200_-0.0000_-0.0000
727,67,45,5.0,16.0,f01_3201_-0.0000_-0.1963
728,73,45,4.0,15.0,f01_3202_-0.0000_-0.3927
729,40,50,3.0,14.0,f01_3206_-0.1963_0.5890
730,46,51,4.0,16.0,f01_3207_-0.1963_0.3927
731,53,51,5.0,17.0,f01_3208_-0.1963_0.1963
732,59,51,4.0,16.0,f01_3209_-0.1963_-0.0000
733,67,51,6.0,17.0,f01_3210_-0.1963_-0.1963
734,73,51,5.0,14.0,f01_3211_-0.1963_-0.3927
735,63,53,6.0,16.0,f01_321_-0.7854_-0.1963
736,43,28,3.0,14.0,f01_3251_0.5890_0.5890
737,49,26,4.0,15.0,f01_3252_0.5890_0.3927
738,56,25,3.0,16.0,f01_3253_0.5890_0.1963
739,63,24,5.0,17.0,f01_3254_0.5890_-0.0000
740,70,25,5.0,16.0,f01_3255_0.5890_-0.1963
741,43,33,3.0,14.0,f01_3260_0.3927_0.5890
742,49,32,4.0,15.0,f01_3261_0.3927_0.3927
743,56,31,4.0,17.0,f01_3262_0.3927_0.1963
744,62,31,3.0,16.0,f01_3263_0.3927_-0.0000
745,70,31,6.0,16.0,f01_3264_0.3927_-0.1963
746,43,39,3.0,14.0,f01_3269_0.1963_0.5890
747,49,38,3.0,15.0,f01_3270_0.1963_0.3927
748,56,37,5.0,17.0,f01_3271_0.1963_0.1963
749,63,37,5.0,17.0,f01_3272_0.1963_-0.0000
750,70,37,6.0,16.0,f01_3273_0.1963_-0.1963
751,43,45,3.0,14.0,f01_3278_-0.0000_0.5890
752,49,44,3.0,15.0,f01_3279_-0.0000_0.3927
753,56,44,5.0,16.0,f01_3280_-0.0000_0.1963
754,63,44,6.0,16.0,f01_3281_-0.0000_-0.0000
755,70,44,6.0,17.0,f01_3282_-0.0000_-0.1963
756,43,50,2.0,13.0,f01_3287_-0.1963_0.5890
757,49,51,4.0,15.0,f01_3288_-0.1963_0.3927
758,56,51,4.0,17.0,f01_3289_-0.1963_0.1963
759,63,51,4.0,16.0,f01_3290_-0.1963_-0.0000
760,70,51,5.0,16.0,f01_3291_-0.1963_-0.1963
761,41,26,2.0,11.0,f01_3322_0.7854_0.7854
762,41,30,1.0,12.0,f01_3331_0.5890_0.7854
763,46,28,2.0,14.0,f01_3332_0.5890_0.5890
764,52,26,4.0,14.0,f01_3333_0.5890_0.3927
765,59,24,4.0,16.0,f01_3334_0.5890_0.1963
766,66,24,4.0,16.0,f01_3335_0.5890_-0.0000
767,41,35,2.0,11.0,f01_3340_0.3927_0.7854
768,46,33,2.0,13.0,f01_3341_0.3927_0.5890
769,52,31,3.0,15.0,f01_3342_0.3927_0.3927
770,59,30,4.0,16.0,f01_3343_0.3927_0.1963
771,66,30,4.0,16.0,f01_3344_0.3927_-0.0000
772,73,30,4.0,16.0,f01_3345_0.3927_-0.1963
773,41,40,2.0,11.0,f01_3349_0.1963_0.7854
774,46,39,2.0,13.0,f01_3350_0.1963_0.5890
775,52,38,3.0,15.0,f01_3351_0.1963_0.3927
776,59,37,4.0,16.0,f01_3352_0.1963_0.1963
777,66,37,5.0,17.0,f01_3353_0.1963_-0.0000
778,73,37,5.0,16.0,f01_3354_0.1963_-0.1963
779,41,44,2.0,12.0,f01_3358_-0.0000_0.7854
780,47,44,3.0,14.0,f01_3359_-0.0000_0.5890
781,52,44,3.0,15.0,f01_3360_-0.0000_0.3927
782,59,44,4.0,16.0,f01_3361_-0.0000_0.1963
783,66,44,5.0,17.0,f01_3362_-0.0000_-0.0000
784,41,49,1.0,12.0,f01_3367_-0.1963_0.7854
785,46,50,2.0,13.0,f01_3368_-0.1963_0.5890
786,53,51,3.0,16.0,f01_3369_-0.1963_0.3927
787,59,51,4.0,16.0,f01_3370_-0.1963_0.1963
788,66,51,5.0,16.0,f01_3371_-0.1963_-0.0000
789,41,54,2.0,11.0,f01_3376_-0.3927_0.7854
790,47,21,5.0,17.0,f01_3407_0.7854_-0.0000
791,54,22,5.0,16.0,f01_3408_0.7854_-0.1963
792,60,23,5.0,15.0,f01_3409_0.7854_-0.3927
793,66,26,4.0,13.0,f01_3410_0.7854_-0.5890
794,72,29,4.0,11.0,f01_3411_0.7854_-0.7854
795,47,26,5.0,17.0,f01_3416_0.5890_-0.0000
796,54,27,5.0,16.0,f01_3417_0.5890_-0.1963
797,61,28,5.0,15.0,f01_3418_0.5890_-0.3927
798,66,30,4.0,13.0,f01_3419_0.5890_-0.5890
799,72,33,5.0,10.0,f01_3420_0.5890_-0.7854
800,47,32,6.0,16.0,f01_3425_0.3927_-0.0000
801,54,33,5.0,16.0,f01_3426_0.3927_-0.1963
802,61,34,5.0,15.0,f01_3427_0.3927_-0.3927
803,67,35,5.0,13.0,f01_3428_0.3927_-0.5890
804,72,37,5.0,11.0,f01_3429_0.3927_-0.7854
805,39,39,3.0,16.0,f01_3433_0.1963_0.1963
806,47,39,4.0,16.0,f01_3434_0.1963_-0.0000
807,54,39,5.0,16.0,f01_3435_0.1963_-0.1963
808,61,40,5.0,14.0,f01_3436_0.1963_-0.3927
809,67,41,5.0,13.0,f01_3437_0.1963_-0.5890
810,72,42,5.0,11.0,f01_3438_0.1963_-0.7854
811,47,46,5.0,16.0,f01_3443_-0.0000_-0.0000
812,54,46,6.0,16.0,f01_3444_-0.0000_-0.1963
813,61,47,6.0,15.0,f01_3445_-0.0000_-0.3927
814,67,47,5.0,13.0,f01_3446_-0.0000_-0.5890
815,72,47,5.0,11.0,f01_3447_-0.0000_-0.7854
816,72,52,5.0,11.0,f01_3456_-0.1963_-0.7854
817,50,21,6.0,17.0,f01_3488_0.7854_-0.0000
818,57,22,7.0,16.0,f01_3489_0.7854_-0.1963
819,64,23,6.0,15.0,f01_3490_0.7854_-0.3927
820,70,26,5.0,14.0,f01_3491_0.7854_-0.5890
821,43,27,4.0,17.0,f01_3496_0.5890_0.1963
822,50,27,6.0,17.0,f01_3497_0.5890_-0.0000
823,57,27,5.0,15.0,f01_3498_0.5890_-0.1963
824,63,29,4.0,15.0,f01_3499_0.5890_-0.3927
825,69,31,5.0,13.0,f01_3500_0.5890_-0.5890
826,43,33,4.0,17.0,f01_3505_0.3927_0.1963
827,50,33,5.0,17.0,f01_3506_0.3927_-0.0000
828,57,33,5.0,16.0,f01_3507_0.3927_-0.1963
829,63,35,4.0,15.0,f01_3508_0.3927_-0.3927
830,70,36,4.0,13.0,f01_3509_0.3927_-0.5890
831,43,40,4.0,17.0,f01_3514_0.1963_0.1963
832,50,40,6.0,17.0,f01_3515_0.1963_-0.0000
833,57,40,6.0,16.0,f01_3516_0.1963_-0.1963
834,64,41,5.0,15.0,f01_3517_0.1963_-0.3927
835,70,41,5.0,13.0,f01_3518_0.1963_-0.5890
836,43,47,5.0,16.0,f01_3523_-0.0000_0.1963
837,50,47,5.0,17.0,f01_3524_-0.0000_-0.0000
838,57,47,6.0,16.0,f01_3525_-0.0000_-0.1963
839,63,47,4.0,15.0,f01_3526_-0.0000_-0.3927
840,70,47,5.0,13.0,f01_3527_-0.0000_-0.5890
841,46,22,4.0,16.0,f01_3568_0.7854_0.1963
842,53,22,5.0,16.0,f01_3569_0.7854_-0.0000
843,60,22,5.0,16.0,f01_3570_0.7854_-0.1963
844,67,24,5.0,15.0,f01_3571_0.7854_-0.3927
845,73,27,5.0,13.0,f01_3572_0.7854_-0.5890
846,39,28,4.0,15.0,f01_3576_0.5890_0.3927
847,46,28,4.0,16.0,f01_3577_0.5890_0.1963
848,53,27,5.0,16.0,f01_3578_0.5890_-0.0000
849,60,28,5.0,16.0,f01_3579_0.5890_-0.1963
850,67,29,5.0,15.0,f01_3580_0.5890_-0.3927
851,73,31,4.0,13.0,f01_3581_0.5890_-0.5890
852,39,34,4.0,16.0,f01_3585_0.3927_0.3927
853,46,34,5.0,16.0,f01_3586_0.3927_0.1963
854,53,33,5.0,16.0,f01_3587_0.3927_-0.0000
855,60,34,4.0,16.0,f01_3588_0.3927_-0.1963
856,67,35,6.0,16.0,f01_3589_0.3927_-0.3927
857,73,36,5.0,14.0,f01_3590_0.3927_-0.5890
858,39,41,3.0,15.0,f01_3594_0.1963_0.3927
859,46,40,4.0,17.0,f01_3595_0.1963_0.1963
860,53,40,5.0,16.0,f01_3596_0.1963_-0.0000
861,60,40,5.0,16.0,f01_3597_0.1963_-0.1963
862,67,41,6.0,15.0,f01_3598_0.1963_-0.3927
863,73,42,4.0,14.0,f01_3599_0.1963_-0.5890
864,39,47,4.0,16.0,f01_3603_-0.0000_0.3927
865,46,47,5.0,16.0,f01_3604_-0.0000_0.1963
866,53,47,5.0,17.0,f01_3605_-0.0000_-0.0000
867,60,47,4.0,16.0,f01_3606_-0.0000_-0.1963
868,67,47,6.0,16.0,f01_3607_-0.0000_-0.3927
869,73,48,6.0,14.0,f01_3608_-0.0000_-0.5890
870,45,28,3.0,15.0,f01_363_-0.0000_0.3927
871,42,24,3.0,15.0,f01_3648_0.7854_0.3927
872,49,22,4.0,16.0,f01_3649_0.7854_0.1963
873,52,28,4.0,16.0,f01_364_-0.0000_0.1963
874,56,22,5.0,16.0,f01_3650_0.7854_-0.0000
875,63,23,6.0,16.0,f01_3651_0.7854_-0.1963
876,70,24,6.0,15.0,f01_3652_0.7854_-0.3927
877,42,29,3.0,15.0,f01_3657_0.5890_0.3927
878,49,28,4.0,16.0,f01_3658_0.5890_0.1963
879,56,28,4.0,16.0,f01_3659_0.5890_-0.0000
880,59,28,4.0,16.0,f01_365_-0.0000_-0.0000
881,63,28,5.0,16.0,f01_3660_0.5890_-0.1963
882,70,29,5.0,15.0,f01_3661_0.5890_-0.3927
883,42,35,4.0,15.0,f01_3666_0.3927_0.3927
884,49,34,5.0,16.0,f01_3667_0.3927_0.1963
885,56,34,5.0,16.0,f01_3668_0.3927_-0.0000
886,63,34,5.0,16.0,f01_3669_0.3927_-0.1963
887,67,28,5.0,16.0,f01_366_-0.0000_-0.1963
888,70,35,5.0,16.0,f01_3670_0.3927_-0.3927
889,42,41,3.0,15.0,f01_3675_0.1963_0.3927
890,49,41,5.0,17.0,f01_3676_0.1963_0.1963
891,56,40,5.0,16.0,f01_3677_0.1963_-0.0000
892,63,41,6.0,16.0,f01_3678_0.1963_-0.1963
893,70,41,5.0,15.0,f01_3679_0.1963_-0.3927
894,73,28,6.0,15.0,f01_367_-0.0000_-0.3927
895,42,48,3.0,15.0,f01_3684_-0.0000_0.3927
896,49,47,5.0,17.0,f01_3685_-0.0000_0.1963
